bedrooms,bathrooms,living_sqft,parcel_sqft,floors,waterfront,view_quality,condition,KC_grade,sqft_basement,built_year,renovation_year,zipcode,latitude,longitude,sqft_living15,sqft_lot15,date,price,id.1
3.0,2.5,2080.0,2625.0,2.0,0.0,0,3,8,0.0,2006,0,98029,47.5469,-121.997,1760.0,2772.0,2015-04-01,550000.0,13891
2.0,2.0,1860.0,10856.0,1.0,,0,3,8,600.0,1952,0,98178,47.4989,-122.265,1250.0,10008.0,2014-06-30,265000.0,13892
3.0,1.75,2120.0,9350.0,1.0,0.0,0,3,7,840.0,1979,0,98072,47.7562,-122.145,2200.0,9000.0,2014-10-02,428000.0,13893
3.0,2.0,1110.0,8375.0,1.0,0.0,0,5,7,0.0,1951,0,98115,47.6978,-122.297,1410.0,7734.0,2015-04-28,505000.0,13894
5.0,5.5,5190.0,12637.0,2.0,0.0,2,3,11,0.0,2001,0,98065,47.5424,-121.872,3840.0,12637.0,2014-07-01,925000.0,13895
3.0,1.75,1520.0,15344.0,1.0,0.0,0,3,8,0.0,1968,0,98023,47.3308,-122.365,2270.0,14981.0,2015-01-02,230000.0,13896
4.0,2.5,2650.0,9990.0,2.0,0.0,0,3,10,0.0,1990,0,98029,47.5605,-122.016,2710.0,8012.0,2014-08-20,695000.0,13897
4.0,2.75,3350.0,7857.0,2.0,0.0,2,3,9,0.0,2004,0,98065,47.5398,-121.859,3870.0,7886.0,2015-04-14,700000.0,13898
3.0,1.75,1770.0,2800.0,1.5,0.0,0,3,7,0.0,1914,0,98103,47.6631,-122.357,1630.0,3254.0,2015-04-25,712500.0,13899
3.0,2.5,2200.0,4692.0,2.0,0.0,0,3,8,0.0,2005,0,98011,47.7761,-122.169,2440.0,3833.0,2015-04-03,480000.0,13900
3.0,2.5,2000.0,8424.0,1.0,0.0,0,4,7,700.0,1968,0,98034,47.7089,-122.201,2110.0,8400.0,2014-09-22,470000.0,13901
3.0,1.75,1730.0,15003.0,1.0,0.0,0,3,7,580.0,1980,0,98014,47.6923,-121.92,1900.0,15483.0,2014-07-24,335000.0,13902
3.0,1.5,1300.0,7907.0,1.0,0.0,0,3,7,400.0,1970,0,98030,47.3737,-122.224,1630.0,7600.0,2015-04-17,270000.0,13903
5.0,3.25,2950.0,67475.0,1.0,0.0,0,3,8,420.0,1981,2004,98072,47.7233,-122.117,2620.0,39820.0,2015-03-24,810000.0,13904
3.0,3.0,1720.0,954.0,3.0,0.0,0,3,8,260.0,2006,0,98119,47.648,-122.358,1720.0,1294.0,2014-08-12,589000.0,13905
2.0,1.0,880.0,4558.0,1.0,0.0,0,3,7,,1951,0,98115,47.6803,-122.287,1370.0,5243.0,2014-09-26,415000.0,13906
4.0,2.25,1790.0,13200.0,1.0,0.0,0,3,7,570.0,1979,0,98058,47.4672,-122.185,1740.0,8950.0,2015-03-11,197000.0,13907
3.0,1.5,1380.0,7600.0,1.0,0.0,0,4,7,590.0,1971,0,98003,47.3489,-122.306,1570.0,7904.0,2014-08-25,235500.0,13908
3.0,2.25,1530.0,1840.0,2.0,0.0,0,3,8,290.0,2008,0,98144,47.587,-122.301,1800.0,3431.0,2015-04-07,460000.0,13909
5.0,1.75,2330.0,4947.0,1.0,0.0,0,4,8,950.0,1955,0,98136,47.5352,-122.392,2120.0,5605.0,2014-10-29,572500.0,13910
5.0,2.0,1540.0,9629.0,1.0,0.0,0,4,7,0.0,1960,0,98059,47.4915,-122.143,2260.0,9600.0,2014-09-24,302000.0,13911
3.0,2.5,3210.0,8630.0,2.0,0.0,0,4,10,680.0,1990,0,98033,47.6939,-122.189,2630.0,8630.0,2014-08-13,870000.0,13912
3.0,1.0,1130.0,5758.0,1.0,0.0,0,3,7,,1939,0,98199,47.6413,-122.401,1510.0,6000.0,2014-10-07,485000.0,13913
3.0,2.0,1460.0,7526.0,1.0,0.0,0,3,7,0.0,1968,0,98003,47.3463,-122.304,1580.0,7526.0,2015-02-05,240000.0,13914
3.0,1.75,1410.0,7215.0,1.0,0.0,0,3,7,0.0,1967,0,98034,47.7343,-122.193,1550.0,7600.0,2014-10-22,383000.0,13915
4.0,2.75,1750.0,5080.0,1.5,0.0,0,3,8,0.0,1903,0,98122,47.6143,-122.305,1700.0,4572.0,2014-06-26,750000.0,13916
2.0,1.75,1370.0,5125.0,1.0,0.0,0,5,6,0.0,1944,0,98103,47.6926,-122.346,1200.0,5100.0,2014-06-03,409950.0,13917
3.0,1.5,1780.0,23819.0,1.0,0.0,0,3,7,0.0,1953,0,98168,47.4912,-122.312,1130.0,14450.0,2014-05-21,246000.0,13918
4.0,1.75,1890.0,4500.0,2.0,0.0,0,5,7,400.0,1937,0,98115,47.6751,-122.289,1890.0,5000.0,2015-04-03,860000.0,13919
3.0,2.25,1630.0,12295.0,2.0,0.0,0,4,7,0.0,1985,0,98058,47.4279,-122.161,1730.0,9948.0,2014-05-07,339950.0,13920
5.0,1.75,2320.0,8100.0,1.0,0.0,0,4,7,1160.0,1956,0,98166,47.4631,-122.341,1410.0,7271.0,2014-05-09,315000.0,13921
3.0,2.5,2580.0,4636.0,2.0,0.0,0,3,9,0.0,2006,0,98074,47.6201,-122.025,2480.0,4500.0,2014-08-13,698000.0,13922
2.0,2.5,1470.0,2034.0,2.0,0.0,0,4,8,0.0,1985,0,98007,47.6213,-122.153,1510.0,2055.0,2014-08-22,419000.0,13923
3.0,1.0,2298.0,10140.0,1.0,0.0,0,3,7,0.0,1969,0,98052,47.6909,-122.083,2580.0,24724.0,2015-01-22,372000.0,13924
3.0,2.5,1960.0,4709.0,2.0,0.0,0,3,7,0.0,2003,0,98065,47.5322,-121.871,1700.0,4444.0,2014-09-11,425000.0,13925
3.0,2.25,2950.0,8036.0,1.5,0.0,0,3,8,1000.0,1963,0,98125,47.7239,-122.313,2060.0,7200.0,2014-07-24,386500.0,13926
2.0,1.0,670.0,7312.0,1.0,0.0,0,3,5,0.0,1942,0,98125,47.7145,-122.285,860.0,8242.0,2014-11-17,348000.0,13927
5.0,3.5,3020.0,15305.0,2.0,0.0,0,3,10,790.0,1978,0,98040,47.5627,-122.216,3680.0,14486.0,2015-04-24,754000.0,13928
4.0,3.0,2390.0,7309.0,2.0,0.0,0,4,7,0.0,1944,1981,98002,47.294,-122.218,930.0,7308.0,2014-12-15,269950.0,13929
3.0,2.5,3090.0,20785.0,2.0,0.0,0,4,10,0.0,1991,0,98075,47.5602,-122.03,3400.0,7566.0,2014-12-11,891500.0,13930
4.0,1.75,1780.0,5000.0,1.0,0.0,0,5,7,890.0,1903,0,98108,47.5329,-122.292,1860.0,5000.0,2014-10-09,349950.0,13931
2.0,1.0,1420.0,81892.0,1.0,0.0,0,3,7,240.0,1956,0,98055,47.4342,-122.195,1490.0,1863.0,2014-05-09,360000.0,13932
4.0,2.25,2420.0,15482.0,2.0,0.0,0,4,8,0.0,1925,1997,98004,47.5907,-122.196,2870.0,13905.0,2014-12-09,975000.0,13933
4.0,2.0,1480.0,3844.0,1.5,0.0,0,5,7,0.0,1928,0,98133,47.7042,-122.352,1480.0,3844.0,2014-05-05,449250.0,13934
4.0,2.25,2190.0,3850.0,2.0,0.0,0,3,7,0.0,2006,0,98059,47.4854,-122.16,1900.0,3850.0,2014-12-01,350000.0,13935
4.0,1.75,1820.0,6137.0,1.5,0.0,3,4,7,,1911,0,98107,47.6681,-122.36,2130.0,5100.0,2015-04-01,790000.0,13936
3.0,1.75,1810.0,24586.0,1.0,0.0,4,4,9,880.0,1983,0,98040,47.5314,-122.222,3540.0,14200.0,2014-09-09,990000.0,13937
3.0,2.25,2550.0,4089.0,2.0,0.0,0,3,9,0.0,1983,0,98112,47.6272,-122.297,1680.0,4089.0,2014-12-01,834000.0,13938
3.0,1.0,1360.0,3880.0,1.0,0.0,0,3,7,300.0,1963,0,98117,47.6837,-122.391,1110.0,3880.0,2014-08-14,466950.0,13939
3.0,1.75,2259.0,26831.0,1.5,0.0,3,5,7,768.0,1908,0,98001,47.2741,-122.266,1980.0,15794.0,2014-07-17,262500.0,13940
4.0,2.5,3880.0,14550.0,2.0,0.0,0,3,10,0.0,1987,0,98074,47.6378,-122.04,3240.0,14045.0,2014-05-06,762300.0,13941
6.0,2.75,2730.0,5000.0,1.0,0.0,0,3,8,950.0,1962,0,98107,47.6751,-122.38,2090.0,5000.0,2015-01-26,733000.0,13942
4.0,2.5,2800.0,17279.0,1.0,0.0,2,3,7,1240.0,1957,0,98028,47.7596,-122.269,3060.0,13423.0,2015-04-14,439000.0,13943
5.0,3.25,4290.0,7019.0,2.5,,0,4,10,700.0,1927,0,98112,47.6439,-122.302,1920.0,4000.0,2014-11-12,1160000.0,13944
3.0,2.5,1770.0,3993.0,2.0,0.0,0,3,8,0.0,1999,0,98074,47.6027,-122.02,1820.0,4046.0,2014-10-08,420000.0,13945
3.0,2.25,1920.0,10961.0,2.0,0.0,0,3,8,0.0,1981,0,98074,47.6432,-122.057,2000.0,10706.0,2014-07-18,549000.0,13946
4.0,2.5,2320.0,4000.0,1.5,,0,5,8,810.0,1905,0,98122,47.6048,-122.298,1490.0,4500.0,2014-08-26,518000.0,13947
4.0,2.5,2961.0,12146.0,2.0,0.0,0,3,9,0.0,1998,0,98075,47.5839,-122.052,2620.0,17749.0,2014-06-03,695000.0,13948
3.0,2.5,1680.0,7385.0,2.0,0.0,0,3,8,0.0,1988,0,98074,47.6194,-122.041,1970.0,7470.0,2015-01-05,485000.0,13949
3.0,1.75,1590.0,27200.0,1.5,0.0,0,4,6,0.0,1926,0,98038,47.4238,-122.052,1820.0,74052.0,2014-06-03,280000.0,13950
2.0,1.0,1420.0,16400.0,1.5,0.0,0,4,6,0.0,1943,0,98023,47.3221,-122.344,1900.0,16400.0,2015-05-07,306500.0,13951
2.0,1.0,1370.0,9460.0,1.0,0.0,0,3,6,0.0,1950,0,98004,47.6238,-122.191,1690.0,9930.0,2015-03-21,720000.0,13952
3.0,2.5,2620.0,4558.0,2.0,0.0,3,3,7,0.0,2010,0,98022,47.1944,-121.974,1670.0,4558.0,2014-11-18,277500.0,13953
3.0,2.0,1810.0,17006.0,2.0,,4,3,8,0.0,1913,1987,98166,47.4663,-122.369,2180.0,24911.0,2014-09-05,649000.0,13954
4.0,3.5,4730.0,47870.0,1.0,1.0,4,3,10,1790.0,1954,0,98033,47.6967,-122.216,3250.0,49346.0,2015-03-03,3400000.0,13955
2.0,1.0,700.0,6000.0,1.0,0.0,0,4,6,0.0,1949,0,98155,47.7515,-122.316,920.0,6000.0,2014-05-14,267800.0,13956
4.0,2.75,2390.0,6979.0,2.0,0.0,0,3,8,0.0,1993,0,98029,47.5703,-121.996,2090.0,6321.0,2015-03-25,625000.0,13957
4.0,2.5,2070.0,8127.0,1.5,0.0,0,3,9,480.0,1924,2003,98125,47.7316,-122.289,2050.0,8131.0,2014-09-17,600000.0,13958
4.0,2.0,1780.0,8149.0,1.5,0.0,0,4,7,0.0,1948,0,98155,47.745,-122.302,1180.0,8149.0,2014-10-17,395000.0,13959
4.0,2.5,1900.0,21780.0,1.5,0.0,0,3,7,0.0,1940,1987,98198,47.3776,-122.314,1240.0,9166.0,2015-04-27,212000.0,13960
2.0,1.0,1040.0,4040.0,1.0,0.0,0,3,7,100.0,1928,0,98117,47.6829,-122.393,1420.0,4040.0,2014-12-12,425000.0,13961
4.0,1.75,2370.0,5000.0,1.5,0.0,2,3,8,600.0,1919,0,98103,47.6779,-122.357,2100.0,4550.0,2015-05-11,870000.0,13962
3.0,2.5,1970.0,3667.0,2.0,0.0,0,3,7,0.0,2004,0,98065,47.5321,-121.851,1970.0,3739.0,2015-03-25,420000.0,13963
4.0,2.25,2120.0,9921.0,2.0,0.0,0,3,8,0.0,1981,0,98027,47.5593,-122.082,1890.0,7845.0,2015-04-03,800000.0,13964
3.0,2.5,1960.0,9535.0,2.0,0.0,0,3,8,0.0,1989,0,98011,47.7371,-122.215,2520.0,9206.0,2015-05-06,575000.0,13965
3.0,3.25,2660.0,4000.0,2.0,0.0,0,3,9,490.0,2003,0,98122,47.6186,-122.288,2660.0,4000.0,2014-06-20,915000.0,13966
3.0,2.25,1180.0,14258.0,2.0,0.0,0,3,7,0.0,1987,0,98034,47.7112,-122.238,1860.0,10390.0,2014-09-03,400000.0,13967
3.0,2.5,2390.0,6550.0,1.0,0.0,2,4,8,950.0,1955,0,98116,47.5714,-122.408,2010.0,6550.0,2014-05-02,750000.0,13968
3.0,1.0,1250.0,7592.0,1.0,0.0,0,5,7,0.0,1961,0,98042,47.3604,-122.111,1250.0,7592.0,2014-11-03,235000.0,13969
5.0,3.0,2600.0,13674.0,1.0,0.0,0,5,8,1300.0,1967,0,98125,47.7176,-122.302,2150.0,7800.0,2014-11-12,599950.0,13970
2.0,1.0,940.0,3800.0,1.0,0.0,0,3,7,0.0,1929,0,98115,47.6798,-122.292,1680.0,3800.0,2015-03-27,481203.0,13971
5.0,3.0,3880.0,13000.0,2.0,,0,3,10,0.0,1972,2003,98040,47.5467,-122.234,3470.0,13701.0,2014-06-19,1820000.0,13972
3.0,2.5,1530.0,2913.0,2.0,0.0,0,4,7,0.0,1986,0,98033,47.6939,-122.184,1370.0,3783.0,2014-07-09,379000.0,13973
3.0,1.75,2430.0,5000.0,2.0,0.0,0,4,7,670.0,1945,0,98117,47.6785,-122.372,1320.0,4062.0,2014-06-26,626000.0,13974
2.0,1.0,1030.0,4841.0,1.0,0.0,0,3,7,110.0,1939,0,98103,47.686,-122.341,1530.0,4944.0,2014-05-21,535000.0,13975
4.0,2.5,2740.0,16007.0,2.0,,0,3,9,0.0,1984,0,98039,47.6353,-122.229,2760.0,16008.0,2014-06-09,1230000.0,13976
2.0,1.5,1180.0,1034.0,2.0,0.0,0,3,7,60.0,2001,0,98115,47.678,-122.322,1137.0,1034.0,2014-07-24,410000.0,13977
4.0,2.5,3090.0,9238.0,1.0,0.0,3,4,8,1410.0,1967,0,98006,47.5654,-122.163,2690.0,8500.0,2015-02-10,940000.0,13978
3.0,1.0,1060.0,9663.0,1.0,0.0,0,3,7,0.0,1967,0,98034,47.7244,-122.226,1320.0,10162.0,2014-07-21,326250.0,13979
2.0,1.0,790.0,5985.0,1.0,0.0,0,3,6,0.0,1944,0,98178,47.4941,-122.24,1030.0,5985.0,2014-09-05,200000.0,13980
4.0,2.5,3070.0,8250.0,1.0,0.0,0,5,8,970.0,1958,0,98005,47.5935,-122.172,2270.0,8800.0,2014-08-13,880000.0,13981
2.0,2.0,2100.0,58488.0,2.0,0.0,0,3,9,0.0,2005,0,98014,47.72,-121.402,1440.0,59346.0,2014-11-03,370000.0,13982
2.0,2.5,1100.0,1737.0,2.0,0.0,0,3,8,0.0,2006,0,98055,47.4499,-122.189,1610.0,2563.0,2014-08-01,190000.0,13983
2.0,1.0,1070.0,4200.0,1.0,0.0,0,4,6,0.0,1983,0,98002,47.3336,-122.215,1150.0,4200.0,2015-01-29,160000.0,13984
4.0,3.0,2190.0,12825.0,1.0,0.0,0,3,9,670.0,1989,0,98034,47.7107,-122.229,3050.0,4673.0,2014-08-23,625000.0,13985
4.0,3.5,3450.0,6873.0,2.0,0.0,0,3,10,700.0,2004,0,98058,47.459,-122.118,3450.0,6873.0,2015-05-07,590000.0,13986
3.0,2.5,2070.0,3599.0,2.0,0.0,0,3,8,0.0,1999,0,98033,47.6679,-122.165,2070.0,6844.0,2014-08-05,575000.0,13987
2.0,1.0,1190.0,5200.0,1.0,0.0,0,5,7,0.0,1912,0,98103,47.6939,-122.348,1550.0,5100.0,2014-10-13,470000.0,13988
2.0,1.0,600.0,1500.0,1.0,0.0,0,4,4,0.0,1900,0,98027,47.5289,-122.033,1130.0,6000.0,2015-03-11,130000.0,13989
3.0,1.0,940.0,8400.0,1.0,0.0,0,3,7,0.0,1958,0,98056,47.5108,-122.165,1190.0,8400.0,2015-04-21,229000.0,13990
3.0,1.0,1280.0,12928.0,1.5,0.0,0,3,6,0.0,1942,0,98023,47.3215,-122.399,1610.0,19467.0,2014-08-22,279900.0,13991
3.0,1.0,1370.0,7500.0,1.0,,0,3,7,0.0,1960,0,98014,47.6499,-121.915,1160.0,7500.0,2014-05-19,307000.0,13992
3.0,1.75,2450.0,15001.0,1.0,0.0,0,3,7,470.0,1989,0,98014,47.6957,-121.913,1790.0,15323.0,2014-10-23,399950.0,13993
4.0,2.25,1970.0,15743.0,1.0,0.0,0,3,7,600.0,1962,0,98011,47.7673,-122.202,2390.0,11336.0,2014-08-01,405000.0,13994
4.0,2.75,2910.0,9000.0,1.0,0.0,0,4,8,780.0,1966,0,98006,47.544,-122.176,1970.0,9000.0,2014-10-07,539950.0,13995
2.0,1.0,760.0,5240.0,1.0,0.0,0,3,6,0.0,1949,0,98032,47.388,-122.234,980.0,5080.0,2014-11-07,129000.0,13996
3.0,1.75,1270.0,8422.0,1.0,0.0,0,3,7,0.0,1967,0,98011,47.7601,-122.197,1470.0,8500.0,2014-09-17,340000.0,13997
3.0,1.75,1570.0,4875.0,1.0,0.0,0,4,7,260.0,1977,0,98042,47.3621,-122.094,1380.0,5200.0,2014-06-11,214950.0,13998
4.0,2.75,2310.0,5650.0,1.0,0.0,2,3,8,980.0,1952,0,98118,47.513,-122.252,2300.0,5650.0,2014-06-25,450000.0,13999
3.0,1.75,1900.0,5000.0,1.0,0.0,0,4,7,950.0,1925,0,98106,47.5677,-122.363,1420.0,5000.0,2015-03-04,515000.0,14000
4.0,2.25,3780.0,5160.0,2.0,0.0,0,4,9,1270.0,1907,0,98112,47.6275,-122.308,2740.0,5160.0,2014-08-22,1400000.0,14001
3.0,1.0,1060.0,9946.0,1.0,0.0,0,4,7,0.0,1956,0,98188,47.4432,-122.282,1310.0,10619.0,2014-06-26,230000.0,14002
3.0,1.75,1880.0,10032.0,1.0,0.0,0,4,8,0.0,1984,0,98006,47.5527,-122.16,2430.0,9732.0,2014-07-07,681000.0,14003
3.0,1.0,1160.0,8636.0,1.0,0.0,,3,6,,1923,0,98146,47.5097,-122.357,1300.0,8636.0,2014-09-29,255000.0,14004
2.0,1.0,860.0,4013.0,1.0,0.0,0,3,7,0.0,1925,0,98103,47.6652,-122.338,1490.0,4013.0,2015-03-13,580000.0,14005
2.0,2.0,1590.0,8000.0,1.0,0.0,0,3,7,680.0,1984,0,98055,47.459,-122.205,1590.0,8364.0,2015-03-17,295000.0,14006
2.0,1.0,1170.0,6543.0,1.0,0.0,0,3,7,0.0,1913,0,98136,47.537,-122.385,1550.0,7225.0,2014-07-30,286000.0,14007
3.0,1.5,1190.0,8100.0,1.0,0.0,0,3,7,360.0,1947,0,98125,47.7146,-122.311,1256.0,8100.0,2015-01-08,425000.0,14008
2.0,1.0,1300.0,11400.0,1.0,0.0,0,3,7,0.0,1961,0,98003,47.3459,-122.299,1360.0,9750.0,2014-12-12,170000.0,14009
3.0,2.0,1660.0,8281.0,1.0,0.0,0,3,7,0.0,1949,0,98136,47.5568,-122.382,1660.0,7559.0,2014-05-28,380000.0,14010
3.0,2.0,1160.0,6120.0,1.0,0.0,0,3,7,0.0,1947,0,98115,47.6853,-122.293,1150.0,5100.0,2015-05-06,506000.0,14011
3.0,2.5,1950.0,9618.0,2.0,0.0,0,3,7,0.0,1992,0,98031,47.4068,-122.18,1890.0,7133.0,2014-09-22,315000.0,14012
4.0,2.5,2470.0,3811.0,2.0,,0,3,8,0.0,1999,0,98065,47.5362,-121.877,2400.0,4266.0,2014-06-17,449950.0,14013
3.0,1.0,1430.0,12420.0,1.0,,0,3,7,0.0,1964,0,98056,47.5116,-122.191,1900.0,10350.0,2015-03-31,255000.0,14014
3.0,2.5,1970.0,9607.0,2.0,0.0,0,3,7,880.0,1988,0,98001,47.3462,-122.286,2020.0,9608.0,2014-06-24,289000.0,14015
3.0,1.75,1400.0,10018.0,1.0,,0,4,7,0.0,1962,0,98027,47.5327,-122.032,1350.0,9300.0,2014-08-28,389000.0,14016
3.0,1.5,1510.0,344124.0,1.0,0.0,2,4,7,0.0,1964,0,98022,47.2156,-122.029,1750.0,169884.0,2014-07-21,327000.0,14017
7.0,3.0,5350.0,14400.0,2.5,0.0,0,4,10,330.0,1910,0,98112,47.6295,-122.285,3050.0,7469.0,2014-09-26,2890000.0,14018
3.0,1.0,920.0,6612.0,1.0,0.0,0,3,6,0.0,1948,0,98118,47.548,-122.284,1860.0,8424.0,2014-07-14,210000.0,14019
4.0,3.75,7620.0,29536.0,2.0,0.0,3,3,11,1640.0,2005,0,98006,47.5571,-122.14,2840.0,20809.0,2014-11-25,1680000.0,14020
4.0,2.5,2490.0,4751.0,2.0,0.0,0,3,7,0.0,2001,0,98056,47.4813,-122.188,2510.0,5233.0,2014-12-29,360000.0,14021
4.0,2.5,3030.0,16000.0,2.0,0.0,0,3,11,0.0,1990,0,98077,47.7125,-122.081,3670.0,16641.0,2015-04-27,875000.0,14022
4.0,2.25,1650.0,7200.0,1.0,0.0,0,3,8,0.0,1967,0,98008,47.6384,-122.116,2180.0,7950.0,2014-11-04,550000.0,14023
3.0,1.5,1210.0,12500.0,1.0,0.0,0,3,7,0.0,1962,0,98146,47.503,-122.351,1210.0,12500.0,2014-07-17,257500.0,14024
4.0,2.75,2990.0,7389.0,1.5,0.0,0,4,8,900.0,1923,0,98144,47.5711,-122.284,2510.0,6157.0,2014-12-10,1080000.0,14025
2.0,1.0,1060.0,5144.0,1.0,0.0,0,5,6,0.0,1969,0,98042,47.3613,-122.088,1130.0,5200.0,2014-10-28,202950.0,14026
4.0,1.75,2680.0,6120.0,1.0,0.0,0,5,8,1340.0,1959,0,98117,47.6965,-122.393,2320.0,6840.0,2014-10-30,622000.0,14027
4.0,1.75,1790.0,45738.0,1.0,,0,3,8,380.0,1976,0,98072,47.7453,-122.129,1870.0,47480.0,2015-02-13,455000.0,14028
3.0,2.5,2690.0,17461.0,2.0,0.0,3,3,10,0.0,1997,0,98074,47.654,-122.088,3610.0,16887.0,2014-11-17,805000.0,14029
2.0,1.0,770.0,9497.0,1.0,0.0,0,3,6,0.0,1950,0,98133,47.7407,-122.351,1550.0,7532.0,2014-09-08,257000.0,14030
5.0,2.5,2700.0,16570.0,1.0,0.0,0,4,8,950.0,1967,0,98005,47.6144,-122.167,2570.0,11840.0,2014-06-25,744500.0,14031
4.0,2.5,2620.0,9157.0,2.0,0.0,0,3,8,0.0,1996,0,98033,47.6916,-122.203,2240.0,7405.0,2015-04-13,885000.0,14032
2.0,2.25,930.0,747.0,2.0,0.0,0,3,8,300.0,2007,0,98144,47.5844,-122.316,940.0,6000.0,2014-06-24,355000.0,14033
3.0,1.0,1340.0,7000.0,1.0,0.0,0,4,7,0.0,1978,0,98042,47.3742,-122.149,1850.0,7904.0,2014-08-20,240000.0,14034
3.0,1.5,1470.0,18459.0,2.0,0.0,0,4,6,0.0,1916,0,98023,47.3302,-122.36,1750.0,16074.0,2014-08-19,169000.0,14035
3.0,2.5,2330.0,4160.0,2.0,0.0,0,4,8,0.0,1992,0,98052,47.6367,-122.109,2940.0,4500.0,2015-03-28,639900.0,14036
3.0,1.75,1730.0,11325.0,1.0,0.0,0,5,7,0.0,1972,0,98031,47.3921,-122.182,2030.0,17859.0,2014-06-04,292000.0,14037
4.0,2.5,2780.0,7838.0,2.0,0.0,3,3,9,0.0,2004,0,98065,47.5312,-121.861,3160.0,7848.0,2014-09-22,563500.0,14038
2.0,2.0,1200.0,7131.0,1.0,0.0,0,3,8,,2006,0,98053,47.7199,-122.022,1670.0,4601.0,2015-01-26,389000.0,14039
4.0,3.25,4430.0,21000.0,2.0,0.0,0,3,10,0.0,1952,2007,98039,47.6398,-122.237,3930.0,20000.0,2014-05-29,2750000.0,14040
3.0,2.0,1820.0,4418.0,2.0,0.0,0,4,8,0.0,1994,0,98033,47.6947,-122.19,1920.0,13402.0,2014-08-21,661000.0,14041
2.0,2.0,1300.0,4659.0,1.0,0.0,0,3,8,0.0,2005,0,98053,47.7132,-122.033,1640.0,4780.0,2014-09-12,344000.0,14042
1.0,1.0,680.0,6600.0,1.0,0.0,0,3,5,200.0,1916,0,98199,47.6567,-122.392,1170.0,5500.0,2015-04-22,510000.0,14043
2.0,1.0,780.0,4132.0,1.0,0.0,0,3,7,0.0,1942,0,98136,47.5324,-122.387,1100.0,5100.0,2014-09-16,289000.0,14044
3.0,2.25,2430.0,7614.0,1.5,0.0,0,3,8,530.0,1979,0,98056,47.5065,-122.191,1720.0,11250.0,2014-08-27,365000.0,14045
3.0,1.5,1750.0,32500.0,1.0,0.0,0,4,7,0.0,1966,0,98027,47.5316,-121.959,1820.0,102801.0,2014-07-30,410000.0,14046
3.0,1.0,1610.0,5100.0,1.5,0.0,0,5,7,600.0,1901,0,98117,47.6765,-122.386,1270.0,5100.0,2014-07-24,535610.0,14047
4.0,1.75,2120.0,7620.0,2.0,0.0,0,3,8,0.0,1971,2002,98166,47.457,-122.346,1820.0,7620.0,2014-11-13,397950.0,14048
3.0,1.75,1430.0,4850.0,1.0,0.0,0,3,7,500.0,1978,0,98108,47.5472,-122.303,1430.0,4850.0,2014-08-27,284000.0,14049
4.0,1.5,1360.0,8100.0,1.5,0.0,0,3,7,0.0,1962,0,98168,47.4931,-122.305,1300.0,8100.0,2014-12-17,201000.0,14050
4.0,2.25,2530.0,5000.0,1.5,0.0,0,4,7,840.0,1925,0,98117,47.6806,-122.36,1530.0,5000.0,2014-12-15,734000.0,14051
5.0,3.0,3270.0,9146.0,2.0,0.0,0,3,7,0.0,2002,0,98092,47.3342,-122.169,3200.0,6300.0,2015-01-08,357500.0,14052
5.0,2.5,2620.0,8050.0,1.0,,0,3,8,1100.0,1975,0,98052,47.6919,-122.115,2030.0,7676.0,2014-10-15,550120.0,14053
3.0,1.5,1810.0,8232.0,1.0,0.0,0,3,8,0.0,1988,0,98001,47.3195,-122.273,2260.0,8491.0,2015-03-10,300000.0,14054
3.0,2.5,2120.0,9653.0,2.0,0.0,0,3,8,0.0,1992,0,98030,47.3843,-122.213,1780.0,9801.0,2014-08-19,374950.0,14055
4.0,1.75,2190.0,41000.0,2.0,0.0,0,3,8,0.0,1980,0,98075,47.5755,-122.033,2590.0,35370.0,2015-04-13,602500.0,14056
3.0,1.0,980.0,7606.0,1.0,0.0,0,3,7,0.0,1954,0,98188,47.4356,-122.29,980.0,8125.0,2014-12-22,221000.0,14057
5.0,3.0,2230.0,4400.0,2.0,0.0,0,3,7,500.0,1913,0,98102,47.6404,-122.325,1280.0,1800.0,2015-04-10,920000.0,14058
4.0,2.0,1540.0,9279.0,1.0,0.0,0,3,7,0.0,1955,0,98118,47.5163,-122.268,1540.0,5110.0,2015-03-06,235000.0,14059
3.0,1.0,980.0,7296.0,1.0,0.0,0,3,7,0.0,1967,0,98034,47.7292,-122.231,1280.0,7296.0,2014-08-04,375000.0,14060
4.0,2.5,2120.0,3640.0,2.0,0.0,0,3,8,0.0,2005,0,98029,47.5521,-121.996,2190.0,3640.0,2014-08-27,599000.0,14061
3.0,2.25,2090.0,12112.0,2.0,0.0,0,3,8,0.0,1983,0,98052,47.7015,-122.13,1760.0,12112.0,2014-06-03,562100.0,14062
3.0,2.5,1620.0,1377.0,2.0,0.0,0,3,8,520.0,2009,0,98112,47.6195,-122.299,1620.0,1251.0,2015-03-16,640000.0,14063
3.0,2.0,1650.0,11256.0,1.0,0.0,0,4,7,400.0,1957,0,98168,47.4707,-122.26,1860.0,11256.0,2014-11-20,294000.0,14064
4.0,2.5,3230.0,7766.0,2.0,0.0,0,3,9,0.0,2005,0,98052,47.7069,-122.131,3740.0,8344.0,2014-12-29,714000.0,14065
4.0,3.25,2790.0,5420.0,1.0,0.0,3,3,9,1660.0,1963,2013,98177,47.7698,-122.386,2530.0,7200.0,2014-05-21,970000.0,14066
